serial,firm,permission_date,permission_date_raw,permission_no,drug_name,indication,dosage_form,permission_type,source_name,source_url,out_of_scope,out_of_scope_reason,retrieved_utc
21,"M/s Bharat Serums and Vaccines Limited, 17th Floor, Hoech st House, Narim an Point, Mumbai – 400 021, Maharashtra, India",2021-08-24,24-08-2021,NOC for additional strength vide F. No. BIO/MA/21/00004 6,Recombinant Anti Rho-D Immunoglobulin,"Indicated to prevent Rh Negative Women from forming antibodies to foetal rhesus positive red blood cells, that may pass in to the maternal blood during child birth, abortion or certain other sensitizing events",Dosage Form: Solution for injection for intramuscular administration only Strength: 150 mcg in 2 ml Vial,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
22,"M/s Biopharma Limited, H.No. 8-3- 166/1 & 2, 105 to 108, 1st Floor, G Block, East Wing, Challa Hyderabad - 500018, Telangana, India",,03-09- 2021,MF/BULK/BD/25 9 /2021,Tocilizumab drug substance (r-DNA origin),NA,Concentration: 20 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
23,"M/s Biopharma 105 to 108, 1st Floor, G Block, East Wing, Challa",2021-10-03,03-10-2021,MF/BIO/21/00010 4,Tocilizumab,"Indicated for Restricted use of the drug under emergency situation in the country to treat COVID-19 hospitalized adults who are receiving systemic corticosteroids and require supplemental oxygen, noninvasive or invasive mechanical ventilation, or extracorporeal membrane oxygenation (ECMO)",Dosage Form: Concentrate for solution for infusion in single use vial Strengths - (i) 80 mg/4 mL (ii) 200 mg/10 mL (iii) 400 mg/20 mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
24,"M/s Lupin Limited, Kalpataru Inspire, 3rd Maharashtra, India",2021-10-29,29-10-2021,MF/BULK/BD/31 4/2021,Ranibizumab drug substance (r-DNA origin),NA,Concentration: 9.5 –11 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
25,"M/s Lupin Limited, Kalpataru Inspire, 3rd Maharashtra, India",2021-10-29,29-10-2021,MF/BIO/21/00011 9,Ranibizumab,Indicated for the treatment of neovascular (wet) age – related macular degeneration (AMD),Dosage Form: Solution for intravitreal injection in vial Strength – 10 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
26,"M/s Biogenomics Limited, First Floor, Kothari Compound, Opposite Tiku-ji-ni- wadi, Maharashtra, India",,"29-10- 2021 Mandapa,",MF/BULK/BD/31 2/2021,Recombinant Insulin Aspart I.P. (r-DNA origin) drug substance,NA,lyophilized powder,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
27,"M/s Biogenomics Limited, First Floor, Kothari Compound, Opposite Tiku-ji-ni- wadi Mandapa, Thane West - 400610, Maharashtra , India",2021-10-29,29-10-2021,MF/BIO/21/00012 0,Recombinant Insulin Aspart I.P.,Indicated for treatment of diabetes mellitus (DM) in adults,Dosage Form: Solution for injection Strength - 100 U/mL or 3.5 mg/mL of Insulin aspart in 3 mL cartridge and 10 mL vial,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
28,M/s Cadila Healthcare Limited,2020-12-30,30.12.2020,MF/BIO/20/000102,Trastuzumab Emtansine,"1) Metastatic Breast Cancer (MBC) for the treatment of HER2-positive, unresectable locally advanced or metastatic breast cancer, in patients who had previously received trastuzumab and a taxane, separately or in combination. Such patients should have either i) received prior therapy for locally advanced or metastatic disease, or ii) developed a disease recurrence during or within six months of completing adjuvant therapy. 2) Early Breast Cancer (EBC) for the adjuvant treatment of patients with HER2-positive early breast cancer with residual invasive disease in the breast and/or lymph nodes after receiving neo-adjuvant taxanebased and HER2-targeted therapy",Dosage Form: Lyophilized Powder for concentrate for solution for Intravenous infusion in Vial Strength: 100 mg and 160 mg,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,trastuzumab is an oncology molecule,2026-08-05T12:34:01+00:00
29,"M/s Virchow Biotech Pvt Ltd., Plot No: 4, SV Cooperativ e, Industrial Estate, Jeedimetla Medchal – Malkajgiri (D), Telangana - 500055, India",2021-12-29,29-12-2021,MF/BIO/21/00014 0,Pegylated Recombinant Human Granulocyte Colony Stimulating factor injection,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in patients treated with cytotoxic chemotherapy for malignancy (with the expectation of chronic myeloid leukemia and myelodysplastic syndromes).,Dosage Form: Solution for injection in pre- filled syringe Strength - 6mg/0.6ml.,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names neutropenia,2026-08-05T12:34:01+00:00
30,"M/s Dr Reddys Laboratories Limited, Survey No. 47, Bachupally Village, Bachupally Mandal, Hyderabad (India) – 500090",2021-12-29,29-12-2021,MF/BIO/21/00014 1,Rituximab (r- DNA origin) Bulk FDS,NA,Frozen or liquid condition,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,rituximab is an oncology molecule,2026-08-05T12:34:01+00:00
31,"M/s Bharat Serums and Vaccines Limited, 17th Floor, Hoechst House, NarimanPoi nt, Mumbai (India) - 400021",2022-01-19,19-01-2022,NOC vide F. No. BIO/MA/21/00005 4,Recombinant Human Follicle Stimulating Hormone,"For the treatment of an ovulation in women, non-responsive to clomiphene citrate.",Dosage Form: Solution for injection in prefilled pen (Multidose) Strength - 1200 I.U. / 2.0 mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
32,M/s Dr Reddys Laboratories Limited,2022-04-20,20-04-2022,MF/BIO/22/00003 0,Bevacizumab Formulated Drug Substance in Liquid and Frozen form (r- DNA origin),NA,Concentration: 25 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,bevacizumab is an oncology molecule,2026-08-05T12:34:01+00:00
33,"M/s Anamay Biotech Private Limited, 2, Padmja",2022-05-23,23-05-2022,MF/BIO/22/00004 5,Recombinant Human Epidermal Growth Factor Aqueous Bulk,NA,Concentration: NLT 500 μg in 1 mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
34,"M/s Anamay Biotech Private Limited, 2, Padmja",2022-05-23,23-05-2022,MF/BIO/22/00004 6,"Recombinant Human Epidermal Growth Factor, Silver Sulfadiazine and Chlorohexidine Gluconate Cream",For the Treatment of burns,"Dosage Form: Topical Cream Strength: Quantity per gram:  Recombinant Human Epidermal Growth Factor - 10 mcg,  Silver Sulfadiazine- 1%  Chlorohexidi ne Gluconate- 0.2%",manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
35,"M/s Anamay Biotech Private Limited, 2, Padmja",2022-05-24,24-05-2022,MF/BIO/22/00004 8,Recombinant Human Epidermal Growth Factor,"indicated for the topical healing of diabetic foot ulcers, donor site skin grafts and burn wounds","Dosage Form: Topical gel Strength: 10 μg, 60 μg and 150 μg Topical gel",manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
36,"M/s Lupin Limited, Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (East), Mumbai – 400055, Maharashtra, India",2022-06-17,17-06-2022,NOC for additional indications vide F. No.,Ranibizumab,"1. The treatment of visual impairment due to diabetic macular oedema (DME), 2. The treatment of macular edema following retinal vein occlusion (RVO), 3. The treatment of visual impairment due to choroidal neovascularization (CNV) secondary to pathologic myopia (PM)",Dosage Form: Solution for injection in Vial Strength: 10 mg/ml,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
37,M/s Intas Pharmaceuti cals Limited,2022-07-06,06-07-2022,PAC for additional indication vide F.No. 4-93/Intas/ PAC-R- Ranibizumab/202 1- BD,Ranibizumab,"Ranibizumab is indicated in preterm infants for the treatment of retinopathy of prematurity (ROP) with zone I (stage 1+, 2+, 3 or 3+), Zone II (Satge 3+) or AP-ROP (aggressive posterior ROP) disease”.",Dosage Form: Solution for injection in vial Strength: 10 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
38,"M/s Bharat Serums and Vaccines Limited, 17th Floor, Hoechst House, India",2022-08-22,22-08-2022,NOC for new strength vide F. No. BIO/MA/22/00006 0,Recombinant Human Follicle Stimulating Hormone,"For the treatment of an ovulation in women, non-responsive to clomiphene citrate.",Dosage Form: Solution for Injection in Prefilled Pen for multidose usage Strength: 300 IU/0.5ml,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
39,"M/s Bharat Serums and Vaccines Limited, 17th",2022-09-29,29-09-2022,NOC for additional presentation-Pre Filled Syringe (PFS) vide F. No. BIO/MA/21/00011 5,Recombinant Anti Rho-D Immunoglobulin,"r-anti-D is indicated to prevent Rh Negative Women from forming antibodies to foetal rhesus positive red blood cells, that may pass in to the maternal blood during child birth, abortion or certain other sensitizing events.",Dosage Form: Solution for injection in Pre- filled syringe for intramuscular administration only Strength: 150 mcg / 1mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
40,M/s Enzene Biosciences Ltd.,2022-10-28,28-10-2022,MF/BIO/22/000100,Adalimumab (r-DNA Origin),Adalimumab is indicated for the treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy.,Dosage Form: Solution for injection in PFS. Strength: 100 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
41,M/s Enzene Biosciences Ltd.,2022-12-08,08-12-2022,MF/BIO/21/000014,Teriparatide,1) Treatment of postmenopausal women with osteoporosis at high risk for fracture or patients who have failed or are intolerant to other available osteoporosis therapy. 2) Increase of bone mass in men with primary or hypogonadal osteoporosis at high risk for fracture,Dosage Form: Solution for subcutaneous Injection Strength: 600 mcg/2.4ml and 750 mcg/3ml or patients who have failed or are intolerant to other available osteoporosis therapy. 3) Treatment of men and women with osteoporosis associated with sustained systemic glucocorticoid therapy at high risk for fracture or patients who have failed or are intolerant to other available osteoporosis therapy.,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
42,M/s Reliance Life Sciences Private Limited,,,19-12-2022,MF/BIO/22/000133,Denosumab (r-DNA Origin),Denosumab is indicated for the treatment of postmenopausal women with osteoporosis at high risk for fracture.,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
43,M/s Biosciences Ltd.,,Enzene,16-01-2023,MF/BIO/23/000001,Cetuximab,Squamous cell cancer of the head and neck.,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
44,M/s. Hetero Biopharma Limited,,,31-01-2023,,Tenecteplase,Tenecteplase is indicated in adults for the thrombolytic treatment of suspected myocardial infarction with persistent ST elevation or recent left Bundle Branch Block within 6 hours after the onset of acute myocardial infarction (AMI) symptoms,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
45,M/s Wockhardt Limited,,,14-02-2023,,Erythropoietin,Anaemia associated with chronic renal failure in haemodialysis in adults or peritoneal dialysis and non- dialysed adults,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
46,M/s Enzene Biosciences Ltd.,,,21-02-2023,,Bevacizumab,Bevacizumab in combination with fluoropyrimidine- based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
47,M/s Sun Pharmaceutical Industries Limited,,,24-03-2023,,Ranibizumab,Indicated for the treatment of neovascular age-related macular degeneration (AMD),manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
48,M/s Enzene Biosciences Ltd.,,,10-04-2023,MF/BIO/23/000031,Denosumab injection risk for fracture receiving androgen deprivation therapy for non-metastatic prostate cancer.  Treatment to increase bone mass in women at high risk for fracture receiving adjuvant aromatase inhibitor therapy for breast cancer, Treatment to increase bone mass in men with osteoporosis at high risk of fracture.  Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.  Treatment to increase bone mass in men at high,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,indication names metastatic,2026-08-05T12:34:01+00:00
49,M/s Reliance Life Sciences Pvt. Ltd.,2023-04-26,26-04-2023,MF/BIO/23/000038,Golimumab Injection,"Golimumab in combination with methotrexate (MTX), is indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritis",Dosage Form: Solution for injection in Single use prefilled syringe for subcutaneous injection. Strength: 50 mg/0.5 mL and 100 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
50,M/s Reliance Life Sciences Pvt. Ltd.,2023-04-26,26-04-2023,,Ustekinumab,Ustekinumab is indicated for the treatment of adult patients with moderate to severe plaque psoriasis.,Dosage Form: Solution for injection in Single use prefilled syringe for subcutaneous injection. Strength: 45 mg/0.5 mL and 90 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
51,M/s Reliance Life Sciences Pvt. Ltd.,2023-05-16,16-05-2023,,Ustekinumab Drug Substance (Bulk),NA,Concentration: 95.00 to 125.00 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
52,M/s Reliance Life Sciences Pvt. Ltd.,2023-05-16,16-05-2023,,Golimumab Drug Substance (Bulk),NA,Concentration: NLT 110 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
53,M/s Shilpa Biologicals Private Limited,2023-06-22,22-06-2023,,,"Adalimumab is indicated for Rheumatoid Arthritis (RA) (in adults) • Moderate to severe, active RA • Severe, active and progressive RA",Dosage Form: Solution for Injection (Single use prefilled syringe for subcutaneous injection) Strength: 40 mg/0.4 mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
54,M/s Shilpa Biologicals Private Limited,2023-08-24,24-08-2023,MF/BIO/23/000078,Adalimumab Drug Substance (Bulk),NA,Concentration: 100 mg/ml,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
55,M/s Enzene Biosciences Ltd.,2023-08-29,29-08-2023,MF/BIO/23/000080,Ranibizumab Injection,Neovascular Age related Macular Degeneration,Dosage Form: Solution for injection in vial Strength: 10 mg/ml,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
56,M/s Levim Biotech LLP,2023-08-24,24-08-2023,MF/BIO/23/000076,Liraglutide,For the treatment of Type II Diabetes Mellitus.,Dosage Form: Solution for Injection in 3 ml cartridge (18mg/3mL) Strength: 10 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
57,M/s Zenotech Laboratories Limited,2023-10-05,05-10-2023,MF/BIO/23/000089,Ranibizumab,Indicated for the treatment of neovascular age- related macular degeneration (AMD)”,Dosage Form: Single- use glass vial for intravitreal injections Strength: 10 mg/ml,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
58,M/s Gennova Biopharmace uticals Limited,2023-10-27,27-10-2023,MF/BIO/23/000093,Tenecteplase,Revision of Approved Indication: Tenecteplase (TNK-t-PA) is indicated in thrombolytic treatment of the Acute Ischemic Stroke within 4.5 hrs of the stroke initiation,Dosage Form: powder for injection. Strength: 20 mg/10mL Vial,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
59,M/s Reliance Life Sciences Pvt. Ltd.,2023-11-29,29-11-2023,MF/BIO/23/000098 Note: Approval of Additional Indication.,Bevacizumab,Additional Indication: Hepatocellular Carcinoma (HCC) -Bevacizumab in combination with Atezolizumab for the treatment of patients with unresectable or metastatic HCC who have not received prior systemic therapy.,Dosage Form: Solution for infusion. Strength: 100 mg/4mL & 400mg/16mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,bevacizumab is an oncology molecule,2026-08-05T12:34:01+00:00
60,M/s Enzene Biosciences Ltd.,2024-01-08,08-01-2024,MF/BIO/24/000002,Ranibizumab Drug Substance,NA,Concentration: 13 mg/mL ±10%,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
61,M/s Sun Pharmaceuti cals Industries Limited,2024-01-18,18-01-2024,MF/BIO/24/000006 Note: Approval of Additional Indication.,Ranibizumab,Additional Indication: 1. Diabetic Macular Oedema (DME). 2. Macular Oedema following Retinal Vein Occlusion (RVO). 3. Visual impairment due to Choroidal Neovascularization (CNV) secondary to Pathogenic Myopia (PM).,Dosage Form: Single-use glass vial for intravitreal injections Strength: 10 mg/mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
62,M/s M.J. Biopharm Pvt. Ltd,2024-01-19,19-01-2024,MF/BIO/24/000011,Liraglutide,For the treatment of Type II Diabetes Mellitus.,Dosage Form: Single- use glass vial for intravitreal injection Solution for Injection in 3 ml cartridge Strength: 18 mg/3mL,manufacture,CDSCO r-DNA register — CT-21 Approvals Jan 2020 - June 2026.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
